39423949,A steep rise of Hacker News in Google rankings,"['Google', 'Hacker News', 'SEO strategies', 'Platform growth', 'Personal insights', 'Google updates']"
39424688,"Diseconomies of scale in fraud, spam, support, and moderation","['Quality', 'Signal', 'Small platforms', 'Scams/spam/fraudulent content', 'Larger platforms', 'Trustworthiness']"
39426631,Castle Engine – Free open-source cross-platform 3D/2D game engine using Pascal,"['Spine', 'Visual editor', 'Android', 'API', 'Rendering features', 'Cross-platform', 'Game engine', 'The Castle Game Engine', 'Open source']"
39427876,The day I canceled my Spotify subscription,"['Music streaming', 'User experience', 'Personalization', 'Piracy', 'Customization']"
39428409,How to make a better default Firefox UI,"['Tab interface', 'UI', 'Proton UI', 'User experience (UX)', 'Browsing experience', 'UX', 'Firefox version']"
39428609,Show HN: PRQL in PostgreSQL,"['PostgreSQL', 'Extension', 'Integration', 'PRQL', 'C programming']"
39428880,Groq runs Mixtral 8x7B-32k with 500 T/s,"['GroqLabs', 'Natural language commands', 'Chatbots', 'AI', 'AI Lingo', 'Machine learning algorithms', 'Virtual assistants', 'AI language interface']"
39429370,Show HN: htmz – a low power tool for HTML,"['VDOM', 'Interactive web interfaces', 'HTML microframework', 'Zero dependencies', 'Modular design', 'Real DOM interactions']"
39430095,AstraZeneca unveils successes in treatment of lung cancer,"['Early stage', 'Tagrisso', 'Cancer treatment', 'Digital access', 'Progression slowing', 'The Financial Times']"
39432876,My productivity app is a never-ending .txt file (2022),"['Task management', 'Productivity', 'Organization', 'Time management', 'College life']"
39433451,Big media publishers are inundating the web with subpar product recommendations,"['Google', 'Amazon', 'Rankings', 'Algorithm', 'Media publishers', 'Reviews']"
39435320,Jeff Dean: Trends in Machine Learning [video],"['Machine learning', 'Algorithms', 'AI', 'Computer vision', 'Data sets', 'Artificial intelligence']"
39436358,I broke IKEA (2023),"['Unwanted calls', 'Anti-spam', 'Voicemail', 'PBX', 'DTMF bomb', 'DTMF', 'IKEA']"
39438908,WebKit switching to Skia for 2d graphics rendering,"['CPU-based rendering', 'GPU', 'Skia', 'GTK', 'GPU rendering', 'WPE', 'WebKit', 'CPU', 'Rendering', 'Graphics performance', 'PostScript']"
39439655,Translating OpenStreetMap data to HTML5 Canvas with Rust and WebAssembly,"['Disney World', 'WebAssembly', 'CSS', 'D mapping', 'JavaScript', 'HTML canvas', 'OpenStreetMap', 'Rust programming language']"
39440179,In Defense of Simple Architectures (2022),"['Alexa', 'Monolithic architecture', 'Postgres', 'Wave', 'CRUD', 'Scalability']"
39440808,"Cve-rs: Fast memory vulnerabilities, written in safe Rust","['Cargo', 'Buffer overflows', 'CVE-RS library', 'Segfaults', 'Memory safety', 'Rust programming language']"
39442273,Web Scraping in Python – The Complete Guide,"['Large scale scraping', 'Scraping techniques', 'Python libraries', 'Scrapy, Selenium', 'JavaScript', 'Web crawling', 'BeautifulSoup']"
39442429,Microsoft is spying on users of its AI tools,"['Microsoft', 'cyber operations', 'AI', 'hackers', 'state-affiliated adversaries']"
39443679,"SSDs have become fast, except in the cloud","['Storage', 'SSD', 'Bandwidth', 'Interface', 'Performance']"
39443965,Let's Build the GPT Tokenizer [video],"['Language models', 'Manageable tokens', 'Tokenizer', 'Large Language Models', 'Textual representations', 'Efficient text processing']"
39444282,Planner programming blows my mind,"['Programming languages', 'Constraint solving', 'Logic programming', 'Picat', 'Problem-solving', 'Computer science']"
39444500,Keep your phone number private with Signal usernames,"['Privacy', 'Signal', 'Beta', 'Security', 'Features']"
39446537,LED Matrix Earrings,"['Solder pads', 'Multilayer boards', 'Off-the-shelf components', 'LED project', 'Circuit board design']"
39447041,Kagi Sidekick (alpha),"['Kagi HQ', 'Updates', 'Offerings', 'Discord', 'Discussions', 'Community']"
39449424,If architects had to work like programmers (1995),"['Modern materials', 'House design', 'Family input', 'Customization', 'Cost breakdown']"
39449748,Japan bets $67B to become a global chip powerhouse once again,"['tensions', 'electric vehicles', 'Japan', 'US-China', 'chip-making', 'artificial intelligence', 'Rapidus Corp.', 'industry', 'technology', 'G']"
39450669,ChatGPT went berserk,"['AI', 'ChatGPT', 'Transparency', 'Interpretability', 'AI Technology']"
39452494,"Insecure vehicles should be banned, not security tools like the Flipper Zero","['Security research', 'Flipper Zero', 'Innovation', 'Economic growth', 'Tools']"
39453271,Gemma: New Open Models,"['Models', 'Google', 'Google DeepMind', 'Development', 'AI', 'Responsible', 'Technology']"
39453660,iMessage with PQ3 Cryptographic Protocol,"['Elliptic Curve', 'iMessage', 'Post-quantum', 'quantum', 'Verification', 'Cryptographic', 'Messaging', 'Security', 'Apple']"
39457875,Useful Uses of cat,"['David Parnas', 'Software engineering', 'Extensibility', 'Parnas', 'Modularity', 'Code isolation']"
39457974,AI behavior guardrails should be public,
39458264,The killer app of Gemini Pro 1.5 is using video as an input,"['Google', 'AI models', 'AI', 'Video input', 'Gemini Pro', 'Book identification', 'Token context size']"
39460148,Atuin – Magical shell history,"['Backup', 'Multi-machine', 'History', 'Synchronize', 'Search']"
39462087,Unexpected responses from ChatGPT: Incident Report,"['User experience', 'Bug', 'ChatGPT', 'Optimization', 'Language model']"
39462516,Things unexpectedly named after people (2020),"['List', 'Incomplete', 'Public offering', 'Rocket Lab', 'Frustrating']"
39465230,Private company landing on the moon today,"['NASA', 'Intuitive Machines', 'Data transmission', 'Odysseus', 'Lunar lander', 'Nova-C', 'Performance excellence', 'NASA missions']"
39465250,Google to pause Gemini image generation of people after issues,"['Google', 'Gemini AI', 'racial bias', 'AI', 'image generator', 'historical accuracy']"
39465485,The Xylophone Maze: Screen-free coding for children,"['Activity', 'Coding', 'Lego', 'Play', 'Unplugged', 'Children']"
39465517,"Cellular outage in U.S. hits AT&T, T-Mobile and Verizon users","['Cellular outage', 'AT&T users', 'Emergency services', 'Disruptions', 'Calls', 'AT&T']"
39466630,Stable Diffusion 3,"['Multi-subject prompts', 'Transformer', 'Image generation', 'Diffusion', 'Safeguards']"
39467132,Show HN: Pages CMS – A CMS for GitHub,"['Content management', 'Developer tools', 'GitHub integration', 'Flat-file CMSes', 'GitHub', 'CMS', 'Media management', 'CMSes']"
39467885,The Billion Row Challenge (1BRC) – Step-by-Step from 71s to 1.7s,"['Java', 'Data Analysis', 'Performance', 'Algorithm', 'Computation', 'CPU']"
39470381,I turned my ThinkPad into a programmable USB device,"['UDC', 'PSF', 'NVRAM', 'ACPI', 'TPM', 'USB', 'PMC', 'Linux', 'BIOS/UEFI', 'Emulation', 'ThinkPad', 'IOSF', 'P2SB', 'Laptop', 'PCH', 'Firmware', 'Boot Guard']"
39471116,Bluesky announces data federation for self hosters,"['Data hosting', 'Interconnected services', 'User choice', 'Federated model']"
39471221,JavaScript Bloat in 2024,"['Web development', 'Performance', 'Bloat', 'Code size', 'JavaScript', 'GitLab']"
39471388,Phind-70B: Closing the code quality gap with GPT-4 Turbo while running 4x faster,
39471568,Our Company Is Doing So Well That You're All Fired,"['Stock price', 'Super Bowl', 'Layoffs', 'Employees', 'Challenges', 'Paramount', 'Profits']"
39472693,Nobody ever gets credit for fixing problems that never happened (2001) [pdf],
39474467,Show HN: Real-time image generation with SDXL Lightning,"['fal.ai', 'SDXL', 'Speed', 'Demonstration', 'Capabilities', 'API']"
39474909,Intuitive Machines successfully lands on the Moon,"['Intuitive Machines', 'Falcon', 'Nasa']"
39476074,Vice website is shutting down,"['Website', 'Disbelief', 'Vice', 'Shutdown', 'Shock']"
39476304,Facial recognition error message on vending machine sparks concern at university,"['Smart vending machines', 'Facial recognition', 'Privacy concerns', 'University campus', 'the University of Waterloo', 'Technology']"
39478551,Intel Processor Instability Causing Oodle Decompression Failures,"['Oodle Data compression', 'Hardware issue', 'System instability', 'BIOS', 'RAD Game Tools', 'Oodle Data', 'CineBench', 'Intel processors', 'Unreal Engine', 'RealBench', 'Intel']"
39479001,"Thanks FedEx, this is why we keep getting phished","['Online verification', 'Phishing', 'Scams', 'Australia Post', 'Parcel delivery', 'SMS']"
39479478,Beyond A*: Better Planning with Transformers,"['Transformers', 'Transformer', 'Optimization', 'Search dynamics', 'Searchformer', 'Decision-making', 'Sokoban', 'Planning']"
39480407,Satoshi – Sirius emails 2009-2011,"['Sirius', 'Martti Malmi', 'Personal information', 'Satoshi Nakamoto', 'Trial', 'Email correspondence']"
39481554,"Gemma.cpp: lightweight, standalone C++ inference engine for Gemma models","['Google', 'Inference', 'C++ inference engine', 'Minimal dependencies', 'Google's Open Source Community Guidelines', 'Research', 'Gemma']"
39481670,I Spent a Week with Gemini Pro 1.5–It's Fantastic,"['Google', 'Model', 'Industries', 'Novels', 'AI', 'Context window size', 'Gemini Pro 1.5']"
39483482,"Show HN: OK-Robot: open, modular home robot framework for pick-and-drop anywhere","['Home automation', 'Machine learning', 'Navigation', 'Discord', 'GitHub', 'Robotics', 'Ok-Robot', 'Modular framework']"
39486717,Meta's new LLM-based test generator,"['Accuracy', 'Efficiency', 'Software development', 'TestGen-LLM', 'Meta', 'AI', 'Automation']"
39487124,Generative Models: What do they know? Do they know things? Let's find out,"['a Low-Rank Adaptation', 'Surface normals', 'Depth perception', 'Autoregressive', 'Intrinsic representations', 'INTRINSIC', 'Diffusion', 'Image synthesis', 'Generative models']"
39487341,"A former Gizmodo writer changed name to 'Slackbot', stayed undetected for months","['Workplace platform', 'AI', 'Pretending to be a bot', 'Active account', 'Slack', 'Identity masking']"
39488668,GPT in 500 Lines of SQL,"['SQL', 'GPT', 'Language models', 'ChatGPT', 'Text generation', 'GPT model']"
39488836,Please make your table headings sticky,"['User experience', 'Scroll', 'Header', 'Tables', 'Disappears', 'CSS']"
39489920,Power Metal: is it really about dragons? (2018),"['Dragon themes', 'Power metal', 'Lyrics analysis', 'Clean vocals', 'Speed metal']"
39491863,Institutions try to preserve the problem to which they are the solution,"['Preservation', 'Shirky principle', 'Institutions', 'Problem-solving', 'Lobbying']"
39493770,Google helped destroy adoption of RSS feeds (2023),
39494925,Architecture.md (2021),"['Organization', 'Documentation', 'Architecture', 'Codebase', 'Contributors']"
39498345,Earth just experienced its hottest 12 months in recorded history,"['Global', 'Record', 'Warming', 'NOAA', 'Temperature', 'Heat', 'Copernicus']"
39499207,Hallucination is inevitable: An innate limitation of large language models,"['Language models', 'Mitigation', 'Inconsistencies', 'LLM', 'Hallucination', 'Computable functions']"
39501061,Marginalia: 3 Years,"['Marginalia Search', 'Keyword Handling', 'Upgrades', 'Search Engine', 'Indexed Documents']"
39501073,"Show HN: Reverse-Engineering a Switch Lite with 1,917 wires","['Soldering', 'Electronics manufacturing', 'Boardview', 'Boardscans', 'PCB assembly']"
39501281,Osquery: An sqlite3 virtual table exposing operating system data to SQL,
39501982,Mamba Explained: The State Space Model Taking On Transformers,"['Transformers', 'Attention Mechanism', 'linear', 'Language Modeling', 'AI', 'State Space Models (SSMs)', 'Mamba', 'State Space Models']"
39502276,Coroutines in C (2000),"['Consumption', 'Coroutines', 'Pipes', 'Program structure', 'Data production']"
39504715,Show HN: Nekoweb – a retro static web hosting,"['FAQ', 'Free static website hosting', 'Alternative to social media', 'Donation-based model', 'Ad-free platform', 'Community engagement']"
39504981,Inside North Korea's Forced Labor Program,"['Wage theft', 'Chinese factories', 'Worker abuse', 'Captivity', 'North Korean workers']"
39508046,You are not late (2014),"['Scarcity', 'Entrepreneurs', 'Growth opportunities', 'Technology', 'Domain names']"
39508257,Home Screen Advantage,"['Browser choice', 'EU', 'Essential features', 'iOS devices', 'EU users', 'Misleading users', 'Geofencing', 'App Store', 'Web apps', 'Data loss', 'Apple']"
39509379,Xkcd: Greenhouse Effect,"['Creative Commons', 'Attribution', 'Licensing', 'Comics', 'NonCommercial']"
39509983,Let's compile like it's 1992 (2014),
39510147,Pains of building your own billing system,
39511477,Mistral Large,"['Scalable', 'Mistral', 'Language model', 'Mistral Large', 'Reasoning capacities', 'Developers', 'Benchmarks', 'API']"
39511530,Microsoft strikes deal with Mistral in push beyond OpenAI,"['Regulators', 'AI start-up', 'Partnership', 'Tech giant', 'Financial Times']"
39511676,Apache Superset,"['Data Exploration', 'SQL', 'Data Visualization', 'Scalability', 'No-code Builder', 'SQL Database']"
39511714,"Show HN: AboutIdeasNow – search /about, /ideas, /now pages of 7k+ personal sites",['IdeaIndex']
39512332,A bad day at the office,"['Wind', 'Seaplane', 'Rescue', 'Mast', 'Gallantry']"
39512896,How to find the AWS account ID of any S3 bucket,"['Policy', 'CloudTrail', 'a VPC Endpoint', 'AccessDenied', 'VPC Endpoint', 'the VPC Endpoint', 'S', 'AWS', 'IAM', 'Bucket']"
39512912,Show HN: AI dub tool I made to watch foreign language videos with my 7-year-old,"['Language pair optimization', 'AI translation', 'YouTube video translation', 'YouTube', 'Voice preservation', 'Multilingual dubbing']"
39516007,Why Isn't Taxpayer-Funded U.S. Broadband Mapping Data Owned by the Public?,"['CostQuest', 'Maps', 'Data', 'The Federal Communications Commission', 'Broadband', 'Availability', 'FCC']"
39516927,New York medical school eliminates tuition after $1B gift,"['Financial Aid', 'Donation', 'Tuition', 'Albert Einstein College of Medicine', 'Students', 'Einstein College']"
39517145,Why jalapeño peppers are less spicy (2023),"['Flavor', 'Texas', 'Breeding', 'Spiciness', 'Jalape\u00f1os']"
39519894,Rapier is a set of 2D and 3D physics engines written in Rust,"['Real-time applications', 'Open-source', 'Rapier', 'Cross-platform determinism', 'GitHub', 'Physics engines', 'Robotics', 'Dimforge']"
39520776,Netlify just sent me a $104k bill for a simple static site,
39522249,Why time seems to pass faster as we age,
39522348,I turned my open-source project into a full-time business,"['Development', 'Software', 'MIT', 'Email', 'EmailEngine', 'Open-source', 'AGPL', 'Licenses', 'BSD']"
39522734,"Ask HN: Slow thinkers, how do you compensate for your lack of quick-wittedness?","['Analysis', 'Decision-making', 'Problem-solving', 'Overanalysis', 'Strategies']"
39522798,Rainwater everywhere on the planet is unsafe to drink due to chemicals (2022),
39523403,SpaceX discloses cause of Starship anomalies as it clears an FAA hurdle,"['Starship', 'Failure', 'Regulation', 'FAA', 'The Federal Aviation Administration', 'SpaceX', 'Launch']"
39523495,Ant Geopolitics,"['Complexity', 'Global', 'Ants', 'Societies', 'Conflicts']"
39523813,Boeing missing key elements of safety culture: FAA report,"['Boeing', 'FAA', 'The Federal Aviation Administration', 'Safety culture', 'Safety protocols', 'Technology advancements', 'Regulations', 'Aviation industry']"
39524164,Botanical gardens can cool city air by an average of 5°C,"['Green spaces', 'Heatwave', 'Urban areas', 'Temperature', 'Cooling effects']"
39525243,Testing the F-35C Tailhook,"['CATOBAR', 'Hydraulics', 'Carrier suitability testing', 'Tailhook', 'Lakehurst NAS', 'CATOBAR aircraft carriers', 'the US Navy', 'F-C']"
39526057,Airfoil,"['Forces', 'Flight', 'Aerodynamics', 'Flow', 'Airfoil']"
39528134,Apple to wind down electric car effort after decadelong odyssey,"['Reference ID', 'Robot detection', 'JavaScript support', 'Cookies', 'Confirmation']"
39528726,SuperTux,"['SuperTux', 'Jump'n'run', 'Tux and Penny', 'GitHub', 'Mario Bros', 'Game development', 'the Super Mario Bros.', 'Penny', 'Source code']"
39529775,"All you need is Wide Events, not ""Metrics, Logs and Traces""","['Terminology (eg trace, span, log line)', 'Open Telemetry', 'Observability', 'Confusion', 'Honeycomb', 'Tech industry']"
39530113,Does this 8088 code in the Leisure Suit Larry 2 game do anything?,"['\u2022 MS-DOS', 'MS', 'the Sierra On-Line', 'MS-DOS', '\u2022 Assembly language', '\u2022 Debugger tool', 'EXEC', '\u2022 Disassembly command', 'DOS']"
39530203,Nintendo is suing the creators of Switch emulator Yuzu,"['Yuzu', 'Piracy', 'the Digital Millennium Copyright Act', 'Emulator', 'Nintendo Switch', 'Yuzu's Patreon', 'Copyright', 'Nintendo']"
39530487,U.S. opens UnitedHealth antitrust probe,
39531536,Testcontainers,"['Containerization', 'Docker', 'Testing', 'Automation', 'Simplification']"
39532367,Show HN: I made an app to use local AI as daily driver,"['AI models', 'RecurseChat', 'ChatGPT', 'User interface', 'AI', 'Offline capabilities']"
39532650,GoboLinux,"['Community collaboration', 'Alternative Linux distribution', 'IRC', 'GoboLinux', 'Centralized package database', 'Live environment', 'Organized programs']"
39532754,Serverless Horrors,"['Cloud computing', 'Serverless services', 'Deployment mistakes', 'Financial risks', 'Technology horror stories', 'Firebase']"
39534574,How video games use lookup tables,"['DirectX', 'Grayscale', 'Thermal vision', 'LUTs', 'Unity', 'Colorization', 'WebGL']"
39534937,Learn CSS layout the pedantic way (2015),"['Layout', 'CSS', 'Formalisms', 'Display property', 'Rules']"
39535800,The Era of 1-bit LLMs: ternary parameters for cost-effective computing,"['Language models', 'Cost-effective', 'Efficiency', 'Performance', 'Transformer LLM', 'Computation']"
39535969,"Pingora: build fast, reliable and programmable networked systems","['Linux', 'Reliable', 'HTTP', 'Programmable', 'Unix', 'Rust', 'the Apache License', 'Fast']"
39537448,SymPy: Symbolic Mathematics in Python,"['Algebraic structures', 'Extensibility', 'Symbolic mathematics', 'Python library', 'Computer algebra system']"
39537543,Why I use Firefox,"['Browsing data', 'User privacy', 'Encryption', 'Firefox', 'Syncing']"
39538425,'Mathematically perfect' star system being investigated for potential alien tech,"['Advanced life', 'Signals detection', 'Exoplanet', 'Interstellar communication', 'Communication relays']"
39538670,"Look, ma, no matrices","['Geometric Algebra (GA)', 'AI', 'Euclidean PGA', 'Euclidean PGA (EPGA)', 'GlTF', 'PGA', 'Machine Learning', 'Computer Graphics', 'GA', 'EPGA']"
39538800,Varda Capsule Reentry – Five Minutes from LEO to Earth [video],"['Spacecraft', 'Varda Space Industries'', 'Reusable', 'Commercial', 'Landing', 'W-1', 'Technology', 'the Utah Test and Training Range']"
39539252,"Pql, a pipelined query language that compiles to SQL","['pql', 'SQL', 'Unix philosophy', 'Query development', 'Go programming language', 'Microsoft', 'GitHub', 'Pipelined query language']"
39540738,How The Pentagon learned to use targeted ads to find its targets,"['Geolocation', 'Smartphones', 'GPS', 'Grindr', 'GPS data', 'National security']"
39540886,MicroZig: Unified abstraction layer and HAL for Zig on several microcontrollers,"['MCU', 'Hardware Abstraction Layer (HAL)', 'Abstraction layer', 'Discord', 'STMicroelectronics', 'Microcontrollers (MCUs)', 'Open-source', 'RaspberryPi Foundation', 'MicroZig']"
39543291,HDMI Forum Rejects Open-Source HDMI 2.1 Driver Support Sought by AMD,"['Linux', 'Phoronix Premium', 'Hardware support', 'Performance', 'Graphics drivers', 'Phoronix.com', 'Benchmarking']"
39544286,"Children need risk, fear, and excitement in play","['Freedom', 'Development', 'Play', 'Risk', 'Safety']"
39544498,Antarctic English,"['Dialect', 'Accent', 'Vocabulary', 'Antarctic English', 'Pronunciation']"
39545676,Over 100k Infected Repos Found on GitHub,"['Social engineering', 'Malicious code', 'Native solutions', 'Runtime context', 'Repositories', 'Prioritization', 'GitHub', 'Remediation', 'Code analysis', 'Third-party tools', 'Visibility', 'Security signals']"
39547109,Heinz’s sustainable ketchup cap,"['Polypropylene (PP)', 'Heinz', 'Shear-thinning property', 'Recyclable materials', 'Non-destructive testing', 'Industrial CT']"
39547940,Hetzner switches to new billing model,
39548088,The KDE desktop gets an overhaul with Plasma 6,"['Desktop environment', 'Performance', 'Qt', 'Wayland', 'Plasma 6', 'KDE Frameworks 6', 'KDE', 'KDE Gear 24.02', 'Plasma 5', 'Security']"
39548410,Serving my blog posts as Linux manual pages,"['Roff formatting', 'HTTP content negotiation', 'HTTP', 'Linux manual pages', 'Blog posts', 'Format selection']"
39549194,"Show HN: Workout Tracker – self-hosted, single binary web application","['Fitness monitoring', 'Distance-based activities', 'Customized system', 'Workout tracking', 'Running, walking, cycling']"
39549486,"You've just inherited a legacy C++ codebase, now what?","['Inheritance', 'Best practices', 'C++', 'Legacy code', 'Maintenance']"
39551064,Show HN: We built the fastest spreadsheet,"['Data sources', 'Self-serve', 'Spreadsheet', 'Analytics', 'Big data']"
39554539,Ask HN: Did you encounter any leap year bugs today?,"['Test suites', 'QA', 'Bug fixing', 'Billing', 'Subscribers', 'SRE']"
39557188,Show HN: Struct – A Feed-Centric Chat Platform,"['AI-generated titles', 'AI', 'Strucbot', 'Conversations', 'Search tools', 'Thread-first approach', 'Summaries', 'Free trial', 'Slack and Discord', 'Real-time feed organization']"
39559281,JPEG XL and the Pareto Front,"['JPEG XL', 'RAM', 'NASA', 'Memory', 'Lossless', 'Speed', 'Compression']"
39559318,HDMI Forum does not allow an open source implementation of the HDMI 2.1 spec,"['HDMI', 'AMD', 'the HDMI Forum', 'Implementation', 'Licensing', 'Restrictions', 'Open source']"
39559411,CACM Is Now Open Access,"['Research', 'Computing', 'Open Access', 'CACM', 'ACM', 'Publication', 'Community']"
39559966,"Elon Musk sues Sam Altman, Greg Brockman, and OpenAI [pdf]",
39560033,Company forgets why they exist after 11-week migration to Kubernetes (2020),"['Server infrastructure', 'Upgrade', 'Migration', 'Xenobroom Inc.', 'Kubernetes', 'VPS', 'Dependencies']"
39560705,Where I'm at on the whole CSS-Tricks thing,"['Geoff', 'Content quality', 'Website sale', 'Direction change', 'Online presence', 'CSS-Tricks', 'Community staff']"
39560862,Where is Noether's principle in machine learning?,"['Least time', 'Optimization', 'Conservation laws', 'Noether's principle', 'q\u00cb\u0099,t', 'Action']"
39560887,I accidentally deleted a bad game revision from MAME,"['IGS', 'PGM', 'Taiwanese region variants', 'MAME', 'MAME database', 'Martial Masters', 'Arcade games', 'Retro gaming']"
39561021,Fugitive Wirecard COO Jan Marsalek exposed as decade-long GRU spy,"['COO', 'Spy', 'Identity', 'Wirecard', 'Marsalek', 'ZDF', 'Fraud']"
39561356,"The 'Atlanta Magnet Man' is saving our car tires, one bike ride at a time","['Bike trailer', 'Sustainability', 'COVID-19', 'Road safety', 'Community cleanup', 'Metal debris']"
39562467,How we applied fuzzing techniques to cURL,"['the Open Source Technology Improvement Fund', 'HSTS', 'Fuzzing', 'Code Review', 'WebSocket', 'Threat Modeling', 'Line Coverage', 'Security']"
39562530,Old vs. new growth trees and the wood products they make,"['Growth rate', 'Heartwood', 'Stability', 'Longevity', 'Durability']"
39562760,"Study: 61 UK firms tried a 4-day workweek and after a year, they still love it","['Pilot', 'Workweek', 'Benefits', 'Efficiency', 'Job satisfaction']"
39562986,Ask HN: Who is hiring? (March 2024),"['Frontend', 'Development', 'INTERNS', 'a Remote Frontend Developer', 'VISA', 'Remote', 'Internship', 'ONSITE', 'Visa']"
39563618,Apple reverses course on death of Progressive Web Apps in EU,"['Progressive Web Apps', 'Security and privacy', 'EU', 'Home Screen', 'the European Union', 'Home Screen web apps', 'European Union', 'iOS', 'Apple']"
39564632,Ask HN: How can I learn about performance optimization?,"['Optimization', 'Database', 'caching', 'Browsing', 'Certifications', 'Cloud', 'Online', 'Resources', 'Web', 'Learning', 'Tutorials', 'Courses', 'Books']"
39566732,FastUI: Build Better UIs Faster,"['Python', 'RESTful architecture', 'TypeScript', 'FastUI', 'Declarative coding', 'GitHub']"
39566766,WhatsApp forces Pegasus spyware maker to share its secret code,"['WhatsApp', 'Malware', 'WeChat', 'NSO Group', 'the Israeli Ministry of Defense', 'Pegasus', 'NSO Group's Pegasus', 'iMessage, Skype', 'Surveillance']"
39567597,California Approves Waymo Expansion to Los Angeles and SF Peninsula [pdf],
39568728,Bash Debugging,"['Newsletter', 'Zine', 'Comics', 'Subscription', 'Saturday']"
39570692,"Ente: Open-Source, E2E Encrypted, Google Photos Alternative","['Google', 'Privacy', 'Photos', 'Sharing', 'Security', 'Apple', 'Encryption']"
39571308,Weather.gov 2.0,"['User experience', 'the Minimal Viable Product', 'MVP', 'NWS', 'the National Weather Service', 'Communication', 'Forecasting', 'Website redesign', 'Weather.gov', 'Weather']"
39572858,Writing a Minecraft server from scratch in Bash (2022),"['Server', 'Bash', 'Parsing', 'Data manipulation', 'Minecraft']"
39573093,Wintergatan Marble Machine (2016) [video],"['Listening experience', 'Music box', 'Instrumental', 'iPhone', 'Melodies', 'iPad', 'Technology', 'AU/VST/AAX', 'The Wintergatan Music Box']"
39575803,Price fixing by algorithm is still price fixing,"['Rental pricing', 'FTC', 'Collusion', 'Antitrust', 'Pricing algorithms', 'the Federal Trade Commission', 'Legal resources', 'the Department of Justice']"
39576974,ShotSpotter: listening in on the neighborhood,"['Secrecy', 'SoundThinking', 'Law enforcement', 'Acoustic sensors', 'The Albuquerque Police Department', 'Surveillance technology', 'Gunfire detection', 'ShotSpotter']"
39577878,CS 6120: Advanced Compilers: The Self-Guided Online Course,"['Intermediate representations', 'Parallelization', 'LLVM', 'Optimizations', 'Programming language implementation', 'Compilers', 'CS 6120', 'Cornell University', 'IR']"
39578501,The One Billion Row Challenge in Go: from 1m45s to 4s in nine solutions,"['Go', 'Optimization', 'Performance', 'Standard library', 'Profiler']"
39581664,Bug in reader/writer locks in Windows API,
39581976,The hater's guide to Kubernetes,"['Complexity', 'Abstraction', 'Deploys', 'Availability', 'Kubernetes']"
39582745,Interesting ideas in Observable Framework,"['Abstraction', 'Observable Framework', 'Presentation', 'Data', 'Visualization', 'Interactive']"
39583473,I'll refrain from providing code that involve concepts as you're under 18,"['Blockchain', 'Privacy', 'Supply chain management', 'Data security', 'Healthcare']"
39584654,CSS for printing to paper,"['Printing', 'Forms', 'HTML', '@page rule', 'CSS']"
39585207,Enough with the dead butterflies (2017),"['Illustration', 'Anatomy', 'Field guides', 'Damstra', 'Butterflies', 'Identification']"
39586828,Motion blur all the way down (2022),"['Motion blur', 'Simulation', 'Perception', 'Video', 'Cone response']"
39587344,French court issues damages award for violation of GPL,"['Breach of contract', 'GPL', 'Entr'Ouvert', 'the Court of Appeal', 'Lasso software', 'Copyright infringement']"
39589483,Apple hit with over 1.8B euro EU antitrust fine in Spotify case,
